n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
243,2,92,46.00,2.2,0,corps,113.49507967055746,0.5302
244,2,71,35.50,2.2,0,corps,113.23666512415498,0.5679
245,4,164,41.00,3.1,0,corps,112.97889580724556,0.6947
246,3,22,7.33,2.7,0,corps,112.72177010877016,2.0567
247,2,76,38.00,2.2,0,corps,112.46528642169231,0.6891
248,2,47,23.50,2.2,0,corps,112.20944314298815,0.6917
249,4,142,35.50,3.1,0,corps,111.95423867363634,0.6576
250,2,40,20.00,2.2,0,corps,111.69967141860815,1.0952
251,2,25,12.50,2.2,0,corps,111.44573978685737,1.0666
252,2,68,34.00,2.2,0,corps,111.19244219131046,0.7604
253,5,113,22.60,3.6,0,corps,110.93977704885667,0.7756
254,2,90,45.00,2.2,0,corps,110.68774278033801,0.5957
255,2,108,54.00,2.2,0,corps,110.4363378105395,0.3757
256,3,111,37.00,2.7,0,corps,110.18556056817923,0.5389
257,4,73,18.25,3.1,0,corps,109.93540948589865,0.8852
258,2,54,27.00,2.2,0,corps,109.68588300025266,0.5461
259,2,73,36.50,2.2,0,corps,109.4369795516999,0.4446
260,3,95,31.67,2.7,0,corps,109.18869758459304,0.7453
261,4,131,32.75,3.1,0,corps,108.94103554716898,0.7832
262,2,87,43.50,2.2,0,corps,108.69399189153914,0.6252
263,2,83,41.50,2.2,0,corps,108.4475650736799,0.6775
264,2,64,32.00,2.2,0,corps,108.20175355342285,0.6142
265,2,58,29.00,2.2,0,corps,107.95655579444517,1.3330
266,2,62,31.00,2.2,0,corps,107.71197026426007,0.8669
267,2,65,32.50,2.2,0,corps,107.46799543420723,0.6385
268,4,109,27.25,3.1,0,corps,107.22462977944306,0.8787
269,5,92,18.40,3.6,0,corps,106.98187177893155,1.3513
270,2,78,39.00,2.2,0,corps,106.73971991543434,1.1147
271,2,68,34.00,2.2,0,corps,106.49817267550151,0.6786
272,5,166,33.20,3.6,0,corps,106.257228549462,0.8380
273,3,75,25.00,2.7,0,corps,106.01688603141433,1.2194
274,6,190,31.67,4.0,0,corps,105.77714361921684,1.2289
275,3,78,26.00,2.7,0,corps,105.53799981447878,0.8663
276,2,81,40.50,2.2,0,corps,105.29945312255056,1.1690
277,2,76,38.00,2.2,0,corps,105.06150205251454,1.2155
278,2,77,38.50,2.2,0,corps,104.82414511717583,0.6448
279,2,140,70.00,2.2,0,corps,104.58738083305276,0.4933
280,3,86,28.67,2.7,0,corps,104.35120772036781,0.8636
281,2,93,46.50,2.2,0,corps,104.11562430303825,0.7628
282,2,31,15.50,2.2,0,corps,103.88062910866691,1.6555
283,3,82,27.33,2.7,0,corps,103.64622066853313,0.9863
284,5,83,16.60,3.6,0,corps,103.41239751758337,1.3356
285,2,100,50.00,2.2,0,corps,103.17915819442216,0.7055
286,2,27,13.50,2.2,0,corps,102.946501241303,1.1340
287,2,117,58.50,2.2,0,corps,102.71442520411912,0.6896
288,2,166,83.00,2.2,0,corps,102.4829286323946,0.5921
289,2,106,53.00,2.2,0,corps,102.2520100792751,0.4379
290,4,144,36.00,3.1,0,corps,102.02166810151887,0.6471
291,3,120,40.00,2.7,0,corps,101.79190125948783,0.7956
292,2,82,41.00,2.2,0,corps,101.56270811713846,0.7540
293,3,91,30.33,2.7,0,corps,101.33408724201287,0.8231
294,2,72,36.00,2.2,0,corps,101.10603720522988,0.7105
295,2,99,49.50,2.2,0,corps,100.87855658147598,0.4093
296,3,143,47.67,2.7,0,corps,100.65164394899652,0.6007
297,10,160,16.00,5.8,0,corps,100.42529788958686,1.2993
298,5,335,67.00,3.6,0,corps,100.19951698858335,0.5940
299,3,287,95.67,2.7,0,corps,99.97429983485463,0.5722
300,3,34,11.33,2.7,0,corps,99.74964502079278,1.5024
301,4,168,42.00,3.1,0,corps,99.52555114230447,0.4411
302,4,47,11.75,3.1,0,corps,99.3020167988022,1.0169
303,4,134,33.50,3.1,0,corps,99.07904059319564,1.0496
304,2,143,71.50,2.2,0,corps,98.85662113188275,0.3874
305,2,203,101.50,2.2,0,corps,98.63475702474118,0.3014
306,6,103,17.17,4.0,0,corps,98.41344688511954,1.8728
307,4,77,19.25,3.1,0,corps,98.19268932982874,0.8248
308,5,100,20.00,3.6,0,corps,97.97248297913332,0.8249
309,2,29,14.50,2.2,0,corps,97.75282645674291,1.2339
310,3,77,25.67,2.7,0,corps,97.5337183898035,0.6012
311,4,87,21.75,3.1,0,corps,97.31515740888898,0.8498
312,4,65,16.25,3.1,0,corps,97.09714214799247,2.1482
313,3,78,26.00,2.7,0,corps,96.87967124451792,0.7792
314,2,111,55.50,2.2,0,corps,96.66274333927144,0.3652
315,7,225,32.14,4.4,0,corps,96.44635707645295,0.6238
316,7,207,29.57,4.4,0,corps,96.2305111036476,0.4559
317,5,209,41.80,3.6,0,corps,96.01520407181734,0.4583
318,5,97,19.40,3.6,0,corps,95.80043463529252,0.6468
319,6,96,16.00,4.0,0,corps,95.58620145176347,0.9986
